language,number_occurrences,translations_freq
bjr,42,"{'ufini': 6, 'ufiniuqá': 5, 'úfini': 3, 'óosana': 1, 'nímaria': 1, 'áandau': 1, 'meemóonauqa': 1, 'née': 1, 'náranara': 1, 'ánaamuki': 1, 'rée': 1, 'ufiniuqa': 1, 'usakéefaranoo': 1, 'írafauqa': 1, 'qumurée': 1}"
bjv,18,"{'yəl': 15, 'nal': 1, 'mu': 1, 'ləde': 1}"
bkd,18,{'tagbis': 18}
bkq,18,"{'tawâguneim': 7, 'konopio': 5, 'tywângueim': 2, 'modoram': 1, 'enday': 1}"
bku,18,"{'manok': 16, 'kagfogad': 1}"
bkv,18,"{'anyin': 10, 'puru': 3, ""k'anyin"": 3, 'titen': 1, ""har'inyam"": 1}"
blh,18,"{'nyàndáíò': 12, 'nyàndáíì': 3, 'nyàndáí': 1, 'kaamui': 1}"
blw,18,"{'kasole': 13, 'kakasokasole': 2, 'wacha': 1, 'ay': 1, 'tenaggutaggu': 1}"
blz,18,"{""sapu'"": 17}"
bmb,18,"{'banoni': 16, 'bo': 1, 'babele': 1}"
bmh,18,"{'inain': 8, 'meg': 8, 'agenag': 1}"
bmk,2,{'kiu': 2}
bmq,18,"{'ɲuɓuweza': 15, 'anniya': 1, 'banbani': 1}"
bmr,18,"{'joomɨ': 13, 'agahafomehejeque': 1, 'jeevamaaisujirahi': 1, 'asimɨ': 1, 'uucuneri': 1}"
bmu,42,"{'nei': 13, 'neiŋi': 7, 'könakembagö': 4, 'sömbupŋi': 4, 'aipŋini': 3, 'tandökŋini': 1, 'kalŋi': 1, 'teköze': 1, 'möndögetka': 1, 'anakzei': 1, 'busuŋini': 1, 'ölölöŋgömakzei': 1, 'malje': 1}"
bnj,18,"{'manuk': 12, 'mela': 3, 'faknul': 1, 'tungud': 1, 'inroy': 1}"
bnp,62,"{'kadirovo': 48, 'maka': 7, 'karapane': 2, 'bakovi': 1, 'mahuri': 1}"
boa,18,"{'wahpéjté': 6, 'méhdojéhi': 3, 'pɨ́htobáhi': 2, 'iyámé': 2, 'dóótúné': 1, 'wágóoovéne': 1, 'wahpéjteke': 1}"
bod,117,"{'ཆུའི་ནང་གནས་མཁན་སེམས་ཅན་དང་བྱ་སྣ་ཚོགས་བཀོད་གནང་ངོ་': 1, 'སྐྱེས་ཞིང་མང་པོ་འཕེལ་ནས་རྒྱ་མཚོ་རྣམས་གང་བར་བྱོས་ཤིག་དང་': 1, 'བྱ་ཐམས་ཅད་མཛད་དོ': 1, 'མིས་སེམས་ཅན་དང་བྱ་བྱིའུ་ཐམས་ཅད་ལ་མིང་བཏགས་སོ': 1, 'ཁོང་གིས་ཆོ་ག་ལྟར་སེམས་ཅན་དང་བྱ་བྱིའུ་འདྲ་མིན་གཙང་མ་ཁ་ཤས་ནས་རེ་རེ་བླངས་ཤིང་མཆོད་ཁྲིའི་ཁར་ཆ་ཚང་བསྲེག་ནས་དམར་མཆོད་ཕུལ་ལོ': 1, 'འོན་ཀྱང་བྱ་གཉིས་དེ་མ་བཏུབ་བོ': 1, 'འོན་ཀྱང་ནམ་མཁའི་བྱ་རྣམས་ཡོང་ནས་དེ་ལས་ཟ་བ་ཞིག་རྨི་ལམ་མཐོང་བྱུང་ཞེས་སྨྲས་པ་དང་': 1, 'དེ་ནས་ཁོང་གིས་ཁྱེད་ཀྱི་ལུས་དེ་ཀ་བར་བཀལ་ཏེ་བྱ་རྣམས་ཀྱིས་ཁྱེད་ཀྱི་ཤ་ཟ་བར་འགྱུར་ཞེས་སྨྲས་སོ': 1, 'དེ་ཚོས་དུད་འགྲོ་དང་འདབ་ཆགས་གང་རུང་གི་ཁྲག་བཟའ་མི་ཉན': 1, 'གོང་གསལ་བཀའ་ཁྲིམས་དེ་ནི་དུད་འགྲོ་སེམས་ཅན་དང་འདབ་ཆགས་དང་': 1, 'དེ་ནས་ཆུ་མིག་ནས་ཏོན་པའི་ཆུ་གཙང་མ་བླུགས་ཡོད་པའི་རྫ་སྣོད་གཅིག་གི་སྟེང་དུ་བྱ་དེ་གཉིས་ལས་གཅིག་གསོད་བཅུག་དགོས': 1, 'དེའི་ཁྲག་ས་ཁར་བླུགས་ཏེ་སས་བཀབ་དགོས': 1, 'དེ་བས་ན་ཁྱོད་ཚོས་དུད་འགྲོ་དང་འདབ་ཆགས་རྣམས་སྲོལ་བཞིན་གཙང་མ་ཡིན་མིན་གྱི་དབྱེ་བ་ཡག་པོ་བྱེད་དགོས': 1, 'འདབ་ཆགས་གཙང་བ་རྣམས་ཟ་རུང་མོད': 1, 'འབུ་སྲིན་གཙང་མ་རྣམས་ཟ་རུང་བ་ཡིན་ནོ': 1, 'ཁྱོད་ཚོ་ཤི་བའི་རྗེས་སུ་བྱ་དང་ནགས་ཀྱི་གཅན་གཟན་རྣམས་ཡོང་ནས་ཁྱོད་ཚོའི་རོ་རྣམས་ཟ་བ་དང་': 1, 'ཁྱོད་འདིར་ཤོག་ཅིག': 1, 'ངས་ཁྱོད་ཕམ་པར་བྱས་ཏེ་ཁྱོད་ཀྱི་མགོ་དེ་གཅོད་རྒྱུ་ཡིན་པ་དང་': 1, 'མཚན་མོ་ནགས་ཀྱི་གཅན་གཟན་རྣམས་ལས་ཕུང་པོའི་རུས་པ་དེ་ཚོར་སྲུང་སྐྱོབ་བྱས་སོ': 1, 'ང་གཙོ་བོ་དཀོན་མཆོག་གིས་སྨྲས་པ་ཡིན་ཞེས་སྨྲོས་ཤིག': 1, 'ཐང་དུ་ཤི་བ་ཚོ་བྱ་རྒོད་ཀྱིས་ཟ་བར་བྱའོ': 1, 'ཁྱོད་ཀྱི་གཉེན་མཚན་གྲོང་ཁྱེར་ནང་ཤི་བ་ཚོ་ཁྱིས་ཟ་བ་དང་ཐང་སྟོང་ནང་ཤི་བ་རྣམས་བྱ་རྒོད་ཚོས་ཟ་ཡོང་ཞེས་སྨྲས་སོ': 1, 'ཁྱེད་རྣམས་ལ་སློབ་སྟོན་མང་པོ་བྱ་ཐུབ་བོ': 1, 'དཀོན་མཆོག་ཕྱོགས་སུ་ཁོ་ཚོ་ཁ་བསྒྱུར་མེད': 1, 'འདབ་ཆགས་བཞིན་དུ་འཕུར་ནས་རི་ཁར་སོང་': 1, 'ནགས་ཀྱི་འདབས་ཆགས་ཚང་མ་ང་ཡི་ཡིན་པ་དང': 1, 'དེ་ཚོས་ཁྱེད་ཀྱིས་མི་མང་ཚོ་ཡི་རོ་རྣམས་ནི་བྱ་རྒོད་ཚོར་ཟ་བའི་ཕྱིར་དུ་སྤྲད': 1, 'བྱིའུ་མཆིལ་པ་རྣམས་ཀྱི་ཀྱང་ཚང་བཟོས་ཡོད་དོ': 1, 'སོམ་ཤིང་དེར་ཁྲུང་ཁྲུང་གིས་ཚང་བཟོ་ཞིང་གནས': 1, 'བྱ་ཚང་ནས་བྱ་འཐོར་བ་ལྟར་དེ་ཚོ་ཆུ་བོ་ཨར་ནོན་གྱི་མཐར་སྒུག་ནས་ཕར་ཚུར་འགྲུལ་བ་རེད': 1, 'དེ་རུ་མི་མང་ཡོད་པ་ངས་མ་མཐོང་': 1, 'རོ་རྣམས་བྱ་དང་གཅན་གཟན་གྱི་ཟས་སུ་འགྱུར་བ་དངདེར་དེ་ཚོ་དཀྲོག་མཁན་སུ་ཡང་མེད་དོ': 1, 'བྱ་དང་གཅན་གཟན་བྲོས་ནས་སོང་ཡོད་དོ': 1, 'དེ་ཚོ་དམག་གི་ནང་དུ་གསོད་འཇུག་ནས་དེ་ཚོའི་རོ་རྣམས་བྱ་དང་གཅན་གཟན་གྱི་ཟས་སུ་སྤྲོད་རྒྱུ་ཡིན་ནོ': 1, 'ང་ནི་འདབ་ཆགས་བཞིན་དུ་རྙིད་ནང་ཚུད': 1, 'ངས་ཁྱོད་སའི་ཁར་དབྱུགས་ནས་འཛམ་གླིང་གི་བྱིའུ་དང་སེམས་ཅན་རྣམས་འཁྲིད་ནས་ཁྱོད་ལ་ཟ་རུ་འཇུག་རྒྱུ་ཡིན་ནོ': 1, 'ས་གཞིར་ཡོད་པའི་ཉ་དང་བྱི་འུ་དང་སེམས་ཅན་ཆེ་ཆུང་དང་འགྲོ་བ་མི་དང་བཅས་པ་རྣམས་ང་ལ་འཇིགས་ནས་འདར་བར་བྱེད་དོ': 1, 'བླ་མ་ཚོས་བྱིའུ་དང་སེམས་ཅན་རང་བཞིན་གྱིས་འཆི་བ་དང་ཡང་ན་སེམས་ཅན་གཞན་གྱིས་བསད་པ་ཟ་མི་རུང་ངོ་': 1, 'དེའི་ནང་ཡོད་པའི་སེམས་ཅན་དང་འདབ་ཆགས་ཀུན་གྱི་མངའ་བདག་ཏུ་བསྐོས་གནང་མཛད་པ་ཡིན་ནོ': 1, 'དེའི་སིལ་གྲིབ་འོག་ཏུ་ནགས་ཀྱི་གཅན་གཟན་རྣམས་གནས་སྡོད་བྱས་པ་དང་': 1, 'ངའི་མི་འབངས་རྣམས་ལ་གནོད་འཚེ་བྱས་མི་ཆོག་པའི་དམ་བཅའ་བྱེད་རྒྱུ་ཡིན': 1, 'འདབ་ཆགས་དང་ཉ་ལ་སོགས་པའི་སྲོག་ཆགས་ཚང་མ་ཤི་བར་འགྱུར': 1, 'དེ་ཚོ་ཨི་ཇིབ་ནས་བྱ་ལྟ་བུ་དང་ཨ་སུར་ནས་ཕུག་རོན་ལྟར་ཡོང་བར་འགྱུར': 1, 'རྙི་མ་བཙུགས་པར་བྱ་ཞིག་རྙི་ལ་འཐེབ་སྲིད་དམ': 1, 'མི་དང་དུད་འགྲོ་དང་འདབ་ཆགས་དང་ཉའི་རིགས་ཚང་མ་མེད་པར་བྱེད་རྒྱུ་ཡིན': 1}"
boj,18,{'qebari': 17}
bom,18,"{'vey': 3, 'nenon': 2, 'benon': 1, 'be': 1, 'na': 1, 'tɔng': 1, 'ba': 1, 'hey': 1, '.': 1, 'ngyāma': 1, 'vɔk': 1, 'gwɛ': 1, 'tele': 1}"
bon,18,"{'ele': 15, 'saacluge': 2, 'berangäjemisi': 1}"
box,18,"{'ɲínzàwa': 15, 'ɲínza': 1, 'mání': 1, 'bán': 1}"
bpr,18,"{'anuk': 16, 'wak': 1, 'magsik': 1}"
bps,18,"{'bnas': 13, 'anuk': 3, 'mayeng': 2}"
bqc,135,"{'bãↄ': 62, 'bã': 31, 'bãↄwa': 4, 'bãpiↄ': 2, 'bãↄla': 2, 'gòlegolena': 2, 'bãwaɛ': 2, 'vuaaↄ': 1, 'yãamusuↄ': 1, 'bão': 1, 'pɛ́má': 1, 'koↄ': 1, 'músi': 1, 'bãowae': 1, 'bãwai': 1, 'bãsoi': 1, 'bàebae': 1, 'mↄsi': 1, 'kpɛɛna': 1, 'musun': 1, 'ma': 1, 'bãe': 1}"
bqj,18,"{'waw': 8, 'upu': 5, 'n’úkail': 2, 'ubaje': 1, 'n’úju': 1, 'siĉine': 1}"
bqp,18,"{'bãnↄ': 12, 'bãnↄa': 1, 'bãnↄn': 1, 'fá': 1, 'kùaonↄ': 1, 'bã': 1}"
bre,10,{'laboused': 10}
bru,18,"{'chớm': 13, 'pâr': 3}"
bsc,18,"{'oŝël': 15, 'yo': 1, 'w̃endëra': 1}"
bsn,18,"{'minia': 8, 'miniare': 2, 'boase': 2, 'yimasibeati': 1, 'macarocana': 1}"
bsp,31,"{'bɛmp': 23, 'yɛfɛt-yɛfɛt': 2, 'dəromun': 1, 'yɔfən': 1, 'gbaŋa': 1}"
bss,18,"{'menɔn': 13, 'méwóó': 2, 'eʼlóm': 1, 'menɔn-ɛ': 1}"
btd,18,"{'manuk-manuk': 17, 'merasar': 1}"
bth,18,"{'manuk': 15, 'bigawang': 2, 'manusia': 1}"
bto,18,"{'pidong': 17, 'martongatonga': 1}"
bts,18,{'manuk-manuk': 18}
btt,18,"{'li': 8, 'linyun': 5, 'ibwan-ibwan': 1, 'ìshiı᷅': 1, 'bipuuzabung': 1}"
btx,18,{'perik-perik': 17}
bud,18,"{'nnɔmbiyaamu': 10, 'inoon': 7, 'ilunlukuti': 1}"
bug,18,"{""manu'-manu'é"": 11, ""manu'-manu'"": 4, ""manu'-manu'e"": 1, ""manu'-manu'éro"": 1, 'tauwé': 1}"
buk,18,"{'mbac': 9, 'lôlôc-ŋga': 7, 'sêsip': 2}"
bul,135,"{'птица': 25, 'птици': 22, 'птиците': 20, 'летящите': 11, 'небесните': 10, 'летящи': 8, 'създанията': 6, 'крилати': 3, 'птицата': 3, 'летящо': 1, 'крилата': 1, 'крилато': 1, 'попитай': 1, 'заложени': 1, 'скрита': 1, 'небесна': 1, 'летят': 1, 'хищна': 1, 'небесни': 1, 'крилатите': 1, 'нокти': 1, 'крила': 1}"
bum,135,"{'anone': 43, 'anon': 35, 'ônon': 16, 'yele': 6, 'anʼônon': 4, 'ônone': 3, 'anoñ': 2, 'mefap': 1, 'mʼanon': 1, 'zuu': 1, 'ôvok': 1, 'mʼônon': 1, 'faʼa': 1, 'nde': 1, 'mvokuma': 1, 'ôlam': 1, 'zeyôp': 1, ',': 1, 'ôyabe': 1, 'duma': 1, 'mʼônone': 1}"
bus,18,"{'bãanↄ': 12, 'bãanↄa': 1, 'bãanↄla': 1, 'bɛɛ': 1, 'bãa': 1}"
bvr,18,"{'burdacha': 8, 'jin-guyinda': 6, 'aburr-boya': 2, 'abu-bangarna': 1, 'an-gubay': 1}"
bvz,18,"{'bume': 10, 'faobuda': 7, 'nutabedehe': 1}"
bwd,24,"{'manuga': 18, 'mwatugu': 3, 'leyageya': 2}"
bwq,18,"{'yala': 15, 'vololo': 2}"
bwu,18,"{'nuinsa': 12, 'nuinsaa': 2, 'dusa': 1, 'sueri': 1, 'nuin': 1}"
bxh,26,"{'ataiꞌa': 15, 'hamadi': 2, 'nene': 1, 'famohafudi': 1, 'anidi': 1, 'taum': 1, 'fanohimiu': 1}"
bxr,18,"{'шубууд': 5, 'шубуудта': 2, 'ниидэдэг': 1, 'үнэгэн': 1, 'ниидэжэ': 1, 'шубуудай': 1, 'тэдэнииень': 1, 'орохо': 1, 'сэнтэйлта': 1, 'шубуудые': 1, 'мүлхигшэдые': 1, 'шэбээлдэг': 1, 'эдижэ': 1}"
byr,35,"{'yusara': 6, 'yuta': 4, 'wɨlayariwannyɨna': 1, 'arɨta': 1, 'yɨsɨꞌ': 1, 'yusaraavɨ': 1, 'gera': 1, 'wɨjaavadɨvɨꞌ': 1, 'nabinyangɨ': 1, 'mwaaidɨvɨsabane': 1}"
byx,18,"{'uaik': 13, 'pevanau': 1, 'muqas': 1, 'angera': 1}"
bzd,18,"{'dù': 15, 'dúla': 1, 'u': 1, 'dùie': 1}"
bzh,18,"{'soḳ': 5, 'gesoḳ': 3, 'medeneya': 3, 'medeneyoh': 2, 'newisej': 1, 'denevëëng': 1, 'neggevek': 1, 'vos': 1, 'bej': 1}"
bzi,18,"{'ฮาย่า': 8, 'ปย้าม': 4, 'ดอก': 3, 'กว่า': 1}"
bzj,18,"{'berd': 16, 'flai': 1, 'fraitnin': 1}"
caa,18,"{'mut': 15, ""uc'opiob'"": 2, 'usij': 1}"
cab,18,"{'dunúru': 16, 'gáñitiña—dunúru': 1, 'wadúbi': 1}"
cac,135,"{""noc'"": 56, 'much': 46, 'ostoc': 6, 'jen̈en̈oc': 2, ""tz'unun"": 2, ""caltacte'al"": 2, ""tz'ec'"": 1, 'pitzanto': 1, 'toxonton': 1, ""ch'oc"": 1, 'eyalan': 1, 'sjen̈vi': 1, ""syac'paxoch"": 1}"
caf,18,"{""dut'aiyaz"": 10, ""dut'ai"": 4, 'núdelh': 1, ""yedelhts'i"": 1, 'dedowh': 1, 'dutnik': 1}"
cag,18,"{'ajôclôs': 16, 'tosis': 1}"
cak,135,"{""aj-xik'"": 35, 'taq': 31, ""chikopi'"": 27, 'chikop': 14, ""k'ucha'"": 5, ""tz'ikin"": 2, ""tz'unun"": 2, 'kot': 2, 'kaqen': 1, 'jalajoj': 1, 'yeqaqa-qa': 1, ""ka'i-oxi'"": 1, ""niya'on"": 1, 'rusutin-pe': 1, 'kokoj': 1, ""yexik'an"": 1, 'kibanon': 1, 'kiwech': 1, 'iwejqalen': 1, 'xetijo': 1}"
cao,18,"{'isa': 17, 'isaca': 1}"
cap,18,"{'wez̈lanacami': 5, 'wez̈lanacaqui': 4, 'wez̈lakaz': 1, 'semillaqui': 1, 'z̈ejtzjapaqui': 1, 'tjuraz̈': 1, 'paatanacquiz': 1, 'wez̈lanacz̈tan': 1, 'laylayñi': 1}"
caq,135,"{'chehechōn': 96, 'hayöm': 5, 'sanëòku': 2, 'chëhechōn': 2, 'ikui': 2, 'röichö': 2, 'kumteū': 2, 'inup': 1, 'töfënö': 1, 'hĕngöre': 1, 'hayöömö': 1, 'hacheūḵ': 1, 'tösanëôku': 1, 'tösanëòku': 1, 'nup': 1, 'kamāḵ': 1, 'mineeny': 1, 'röchö': 1, 'chehenchōn': 1, 'töyal': 1, 'kinteūngö': 1, 'vaneūtö': 1, 'tömirun': 1, 'mīktö': 1}"
car,18,{'tonoro': 17}
cas,18,"{""jaijtyi'"": 14, ""mọ'in"": 3, ""sacyi'"": 1}"
cat,18,"{'ocells': 13, ""d'ocells"": 2, 'aus': 2, 'repugnants': 1}"
cav,18,"{'huiri': 5, 'eja': 4, 'upati': 4, 'jamani': 2, 'anibutetsu': 1, 'eyuamatura': 1}"
cax,18,{'nutaumanca': 18}
cbc,18,"{'minia': 4, 'cawu̶rã': 3, 'wu̶ruiatí': 2, 'cũ̶ã': 2, 'rupare': 1, 'pĩnoa': 1, 'jẽñacoaya': 1, 'ũna': 1, 'capajĩãrerã': 1}"
cbi,18,"{'pishku': 7, 'pishkula': 6, 'keekidei': 1, 'pishkulanuba': 1, 'juulanu': 1, ""animaala'"": 1, 'pishkulanu': 1}"
cbk,18,"{'pajaro': 16, 'grande-grande': 1, 'muerto': 1}"
cbr,18,"{'ñuina': 6, 'pëchiucama': 2, 'pëchiñunëxbi': 1, 'ñuinacamax': 1, 'pëchiñunëx': 1, 'cani': 1, 'pëchiu': 1, 'ñu': 1, 'men': 1, 'pucháxa': 1}"
cbs,18,"{'peiyabu': 9, 'utamisbuki': 2, 'peiyabun': 2, 'jukuanmaken': 1, 'ni': 1, 'jiwekanikiki': 1}"
cbt,18,"{""huëcatona'"": 3, ""ma'sharo'santa'"": 2, ""inairaro'sa'"": 1, 'papotacaso': 1, ""na'iyatona'"": 1, 'tananquë': 1, ""pë'tahuarë'"": 1, ""pa'sapi"": 1, ""soporo'sa'"": 1}"
cbu,18,"{'tsiripich': 3, 'mandarootstaa': 1, 'mbamcha': 1, 'tamutamumchu': 1, 'nuwaamsha': 1, 'ksutach': 1, 'waantin': 1, 'maachi': 1, 'kpurangamshita': 1, 'pasunatam': 1, 'kuruzarangiya': 1, 'tazazartaranganaya': 1}"
cbv,18,"{'jwébehwã': 4, 'jwébehwãbu̶t': 3, 'namádih': 2, 'chãhatdih': 1, 'weñep': 1, 'maiwã': 1, 'ĩ́ih': 1}"
cce,18,"{'sinyana': 16, 'nyenyeza': 1, 'nzuma': 1}"
cco,18,"{'ta̱ˊ': 12, ""sɨɨˉre'"": 2, 'ta̱bˊ': 1, 'dseengˋ': 1, 'mɨɨˋ': 1, ""tusɨ̱́ɨ̱'˜"": 1}"
ceb,135,"{'langgam': 71, 'naglupad': 41, 'nagalupad': 7, 'pak-an': 5, 'pak-ang': 2, 'kalanggaman': 2, 'unsang': 1, 'mamatog': 1, 'nagkalainlaing': 1}"
ceg,18,"{'chɨpɨrme': 16, 'ɨtspo': 1, 'dewohochɨs': 1}"
ces,135,"{'létající': 22, 'ptáci': 18, 'pták': 12, 'ptáka': 11, 'létajících': 10, 'létajícím': 7, 'létajícího': 6, 'ptáky': 6, 'ptactvo': 4, 'okřídleného': 3, 'ptactvu': 3, 'sežere': 3, 'ptákům': 3, 'ptáků': 3, 'létajícími': 2, 'ptactvem': 2, 'ptactva': 2, 'ptačí': 2, 'okřídlené': 2, 'ptáku': 2, 'létajícímu': 1, 'okřídlených': 1, 'ptákem': 1, 'okřídlení': 1, 'okřídlený': 1, 'přilétají': 1, 'dravý': 1}"
cfm,134,"{'vate': 104, 'langta': 5, 'zam': 4, 'zuangmi': 2, 'vanva': 2, 'zammi': 1, 'phunkhat': 1, 'vatesa': 1, 'cucik': 1, 'ar': 1, 'awktu': 1, 'bu': 1, 'thli': 1, 'tla': 1}"
cgc,18,"{'yupan': 14, 'yupan~an': 4}"
cha,18,"{'paluma': 13, 'paluman': 2, 'påharu': 1, ""ngulo'"": 1, ""chinatli'e'"": 1}"
chd,18,"{'naiyulpá': 12, ""lacaƚ'hui"": 4, ""texits'eyi"": 1, ""cacaƚ'hui"": 1}"
che,135,"{'олхазарш': 30, 'олхазарша': 15, 'олхазар': 14, 'олхазарийн': 8, 'олхазарех': 5, 'тайпана': 3, 'олхазарна': 3, 'олхазаран': 3, 'олхазаршка': 3, 'тіемаш': 2, 'зіакарш': 2, 'олхазарел': 2, 'кхуьийла': 1, 'хіаваэра': 1, 'тіема': 1, 'олхазаршна': 1, 'акхарой': 1, 'вастехь': 1, 'лелаш': 1, 'еттар': 1, 'тоьлла': 1, 'хіиттийна': 1, 'олхазарца': 1, 'хьозанна': 1, 'кіелхьардевлла': 1, 'хьоза': 1, 'дерачу': 1, 'аьрзу': 1, 'тіемаяьлла': 1, 'акхароша': 1, 'акхачу': 1, 'бецашна': 1, 'сийлалла': 1, 'акхарошца': 1, 'тіемадаьлла': 1, 'баннаш': 1, 'хьозанийн': 1}"
chf,18,"{'mut': 8, 'ajwile': 5, 'mutob': 4, ""c'uxcacba"": 1}"
chk,135,"{'machang': 88, 'mansüsü': 32, 'machangen': 2, 'nichok': 2, 'asen': 1, 'kükün': 1, 'chuko': 1, 'ekewe': 1, 'äs': 1, 'körato': 1}"
chq,18,"{'ton¹': 9, 'cwáa¹': 4, 'tsí³': 2, 'öɨɨi¹': 1, 'gaöøö²ø': 1}"
chr,18,"{'cisqa': 9, 'aninohilidohi': 5, 'cisqano': 3}"
chu,17,"{'птицы': 10, 'птицам': 3, 'птиц': 3, 'рыбам': 1}"
chv,18,"{'кайӑксем': 4, 'вӗҫен': 4, 'кайӑк': 3, 'кайӑксене': 2, 'вӗҫсе': 2, 'кайӑкӑн': 1, 'кайӑксенчен': 1, 'выльӑх-чӗрлӗхӗн': 1}"
chz,18,"{'hë̱ë̱ꜙ': 6, ""ta̱'"": 6, 'sɨɨˉ': 1, 'ta̱ꜗ': 1, 'dsaˉju̱u̱ꜘ': 1, 'chaˊjmɨɨˉ': 1, 'miˉhwa̱a̱yꜘ': 1}"
cjo,18,"{'jenokiweri': 5, 'jenokiweripaeni': 4, 'tsimeripaeni': 2, 'tzijopaeni': 2, 'konthawo': 1, 'antawotayitanakini': 1, 'konthawopaeni': 1, 'tsimeri': 1}"
cjp,18,"{'du': 9, 'ka̱sha̱ka': 8, 'ka̱sha̱': 1}"
cjs,2,"{'учуқ': 1, 'қуштар': 1}"
cjv,18,"{'kapuka': 13, 'yokama': 2, 'kaniyo': 1, 'kei': 1, 'kuianom': 1}"
ckb,18,"{'باڵنده\u200cی': 9, 'باڵنده\u200c': 5, 'باڵنده\u200cش': 2, 'قێزه\u200cون': 1, 'باڵنده\u200cكان': 1}"
cko,18,"{'anumam': 12, 'laŋkpɛtɛfɔm': 2, 'amɔɛm': 1, 'wo': 1, 'o': 1}"
ckt,4,"{'нэтэнтисӄуйвынэт': 1, ""и'и'пчиӄэт"": 1, 'пчиӄэк': 1, 'пчиӄэт': 1}"
cle,18,"{'ta̱³': 12, 'cu̱ú̱²': 6}"
clu,18,"{'pispis': 15, 'pagpabayanan': 1, 'nagarulupad': 1}"
cly,18,"{'quiñi': 13, 'ndyucui': 2, ""'ni"": 1, 'lucuati': 1}"
cme,18,"{'huriimba': 7, 'huriimba‑i': 5, 'jĩɛ': 1, 'nuola': 1, ""kusuɔŋ-nu'i"": 1, 'dũnaamba‑i': 1, 'kpaalbaa-ba‑i': 1}"
cmn,135,"{'飞鸟': 47, '空中': 21, '雀鸟': 11, '鸟': 8, '飞禽': 6, '鸟类': 3, '活鸟': 3, '飞来': 3, '翅膀': 2, '飞': 2, '供物': 1, '禽兽': 1, '有': 1, '鸷鸟': 1, '主啊': 1, '降': 1, '啄食': 1, '嘲弄': 1, '飞去': 1, '搧': 1, '栖宿': 1, '鸟儿': 1, '吃掉': 1, '昆虫': 1, '牢笼': 1}"
cmo,18,"{'nar': 5, 'chok': 4, 'siŭm': 4, 'mpăr': 3, 'och': 1, 'ƀơ̆': 1}"
cnh,135,"{'va': 47, 'zuangmi': 26, 'vate': 19, 'phun': 5, 'ramlak': 3, 'zuang': 2, 'saram': 2, 'langta': 2, 'vialte': 1, 'hmemi': 1, 'ngei': 1, 'khunmi': 1, 'pele': 1, 'hram': 1, 'mupi': 1, 'seh': 1, 'ṭangmi': 1, 'dormi': 1, 'liomi': 1}"
cni,18,"{'tsimeripee': 7, 'vanquiyetachari': 3, 'yoajeitacaro': 2, 'yoitapaacari': 1, 'contsaro': 1, 'ipocapiniti': 1, 'vanquitachari': 1, 'ai': 1, 'tisonipee': 1}"
cnl,18,"{'to̱³': 15, ""ca²³la'n²"": 2, ""'nee'n³¹"": 1}"
cnt,18,"{'i₁tan₅': 9, ""i₂'ɨn₅"": 7, 'i₂i₂nio₄': 1, ""lë₁'ŋio₅"": 1}"
cnw,18,"{'vano': 11, 'vanote': 4, 'khul': 2, 'bu': 1}"
coe,18,"{""pĩ'ava'na"": 6, 'pachu': 2, ""repara'karʉã"": 2, 'ʉjaka': 1, 'kuirakʉ': 1, ""tʉ̃osiva'nare"": 1, ""pĩ'a"": 1, ""va'i"": 1, ""ãisinaa'me"": 1}"
cof,18,"{'pichunan': 3, 'pichula': 2, 'baro': 2, 'waquetumin': 1, 'pichu': 1, 'junca': 1, 'pichulaca': 1, 'tsanlari': 1, 'pichulatiya': 1}"
cok,18,"{""pina'ase"": 8, ""huacɨ'ɨca"": 2, ""júte'ɨmua"": 1, ""rá'ara'a"": 1, ""júte'e"": 1, ""cua'atza"": 1, ""pina'a"": 1, 'sínuurive': 1, ""huá'axe'eve'e"": 1, ""huáju'uxai"": 1}"
con,18,"{""chhiriria'qque"": 3, 'chhiriria': 3, 'chhajepa': 2, ""tivei'ccu"": 2, 'pindo': 2, 'chhiririama': 1, ""an'bian'fa"": 1, 'pindoma': 1, ""tise'pa"": 1, ""chhajeqque'su"": 1}"
cop,18,"{'ⲛⲓϩⲁⲗⲁϯ': 14, '⳿ⲛⲛⲓϩⲁⲗⲁϯ': 1, '⳿ⲉⲛⲓϩⲁⲗⲁϯ': 1, 'ϩⲁⲛϩⲁⲗⲁϯ': 1}"
cor,18,"{'ydhyn': 15, 'edhen': 1, 'vest': 1, 'kasadow': 1}"
cot,18,"{'araguetatsica': 8, 'tsimeripae': 3, 'zorro': 1, 'ichoocatantajiacaroquea': 1, 'quempeguevetarica': 1, 'shecaguetarica': 1}"
cpa,18,"{'ŋi²nio³': 5, 'tan¹²': 4, 'han¹²': 3, 'jáh²': 2, 'chi²': 1, 'ca¹jiégh¹': 1, 'tsø³cog¹²': 1, 'tsa¹dsiog¹': 1}"
cpb,18,"{'tsimeryaani': 5, 'tsimeryaanipaini': 3, 'imenkoshiyetari': 2, 'shiwankiyetatsiri': 2, 'rayiitaiyapaakeni': 1, 'retakotai': 1, 'shiwankiri': 1, 'maankepaini': 1, 'kaminkari': 1}"
cpc,18,"{'tsimiri': 7, 'tsimiripaini': 6, 'tsimiriiti': 2, 'tsimiriyitatsiri': 1, 'kaminkari': 1}"
