concept,language,translations
cloud,hun,"['felhő', 'felhőben', 'felhőt', 'felhőoszlopban', 'felhővel', 'felhőoszlop', 'felhője', 'felhőn', 'felhőbe', 'felhőtömeg', 'mennydörgő', 'felhőjének', 'fellege', 'felhővé', 'felhőoszlopból', 'felhőtömeghez', 'felhőd', 'felhőcske', 'esőfelhő', 'felhőjét', 'felhőrétegeket', 'felhőkig', 'felhőrétegekbe', 'felhőket', 'harmatfelhő', 'ív', 'felhőből', 'felhőhöz']"
cloud,isl,"['ský', 'skýinu', 'skýi', 'slíkum', 'sorta']"
cloud,gle,"['néal', 'néil', 'scamall', 'néalta', 'scamaill', 'toirneach', 'folaíodh', 'néalsa', 'ceo', 'dúdhorcha']"
cloud,xho,"['ilifu', 'welifu', 'efini', 'ngelifu', 'yelifu', 'njengelifu', 'lilifu', 'nelifu', 'ingqimba', 'zamafu', 'elimnyama', 'kwelifu', 'esefini', 'zinzi', 'nangelifu', 'amafu', 'ngokufuma', 'kwamafu', 'esiphango', 'elifini', 'injengelifu', 'elikhawulezayo', 'lelifu', 'ngengqimba', 'belifu', 'kangaka']"
cloud,ita,"['nuvola', 'nube', 'massa', 'nuvole', 'nuvolo']"
cloud,lit,"['debesis', 'debesies', 'debesyje', 'debesys', 'debesį', 'debesyse', 'debesiui', 'debesimi', 'debesimis', 'debesų', 'pasiliko', 'kvapūs', 'dienądebesies', 'debesėlis', 'kelią', 'kryptį', 'širdį', 'vėlyvasis', 'debesim']"
cloud,mlt,"['sħaba', 's-sħaba', 'is-sħaba', 'tas-sħab', 's-sħab', 'fis-sħab', 'fis-sħaba', 'sħab', 'is-sħab', 'ġos-sħaba', 'tas-sħaba', 'd-duħħan', 'ġġib', 'jiddi', 'bir-ragħad', 'sas-sħab', 'd-dija', 'bis-sħaba']"
cloud,rus,"['облако', 'облаке', 'облака', 'облаком', 'облачный', 'столбе', 'облаку', 'столба', 'туче', 'тучи', 'облаков', 'радуга', 'шатром', 'облачным', 'облачное', 'слои', 'тучами', 'облаках']"
cloud,srp,"['oblak', 'oblaka', 'oblaku', 'oblakom', 'oblacima', 'oblaci', 'oblake']"
cloud,slk,"['oblak', 'oblaku', 'oblakom', 'stĺp', 'mrak', 'oblakovom', 'mase', 'stĺpe', 'obláčik', 'oblakovým', 'dažďová', 'masa', 'vrstvám', 'vrstiev', 'množstvá', 'množstvom', 'oblakov', 'množstve', 'množstvo']"
cloud,swe,"['molnet', 'moln', 'molnen', 'molnpelaren', 'molnmassan', 'molnmassa', 'molnpelare', 'åskmolnet', 'molnlagren', 'molns', 'flyttade', 'regnmoln', 'molnmassorna', 'daggmolnet']"
cloud,ces,"['oblak', 'oblaku', 'oblakem', 'sloup', 'oblaků', 'sloupu', 'mrak', 'velkému', 'obláček', 'dne', 'vrstvám', 'množstvím', 'množství']"
cloud,gla,['nial']
cloud,msa,"['awan', 'kelam-kaboet']"
cloud,fas,"['ابری', 'ابر']"
cloud,hye,"['ամպի', 'ամպը', 'ամպ', 'ամպով', 'ամպերի', 'ամպին', 'ամպն', 'ամպերը', 'ամպերով', 'ամպերն', 'այսպիսի']"
cloud,est,"['pilv', 'pilve', 'pilvel', 'pilvega']"
cloud,cym,"['cwmwl', 'gwmwl', 'chwmwl', 'niwl', 'cymylau', 'taranau', ',', 'gyfodai’r', 'cuddio', 'ymysgaroedd', 'tew']"
smoke,eng,['smoke']
smoke,zho,"['焚烧', '烧香', '烟', '香', '焚香', '烧', '烟柱', '浓烟', '烟气', '冒烟', '烟云', '这些', '发作', '奉到', '馨香', '枯干', '云雾', '香的', '献上', '烟雾', '有']"
smoke,deu,"['rauch', 'aufgehen', 'räuchern', 'geräuchert', 'räucherte', 'räucherten', 'immer', 'rauchen', 'opferrauch', 'räuchert', 'räuchere', 'rauchsignal', 'aufzusteigen', 'räucherer', 'heraufkommt', 'hätten', 'räuchertet', 'rauchsäulen', 'rauchdunst']"
smoke,spa,"['humo', 'sacrificio', 'humear', 'entero', 'humeen', 'ofrenda', 'humee', 'humearán', 'gran', 'humean']"
smoke,nld,"['rook', 'offerrook', 'brengen', 'opgaan', 'gebracht', 'roken', 'rookzuilen', 'branden', 'rooksignaal', 'rookkolom', 'rooknevel']"
smoke,fra,"['sacrificielle', 'fumer', 'fumée', 'fument', 'fumeront']"
smoke,pol,"['dym', 'ofiarny', 'dymem', 'dymu', 'wznosił', 'dymie', 'łój', 'zbożowe', 'dymią', 'dymiły', 'dymny']"
smoke,rus,"['дым', 'жертвенное', 'сожжёт', 'дыма', 'сжёг', 'сжигать', 'это', 'жертвеннике', 'жир', 'дыму', 'дымом', 'сжигает', 'сожги', 'сжигаться', 'огонь', 'разгорится', 'их', 'сжигают', 'дымятся', 'задымились', 'курение', 'сжигающий', 'клубы']"
smoke,ell,"['καπνό', 'καπνός', 'καπνού', 'καπνούς', 'βγάλουν']"
smoke,fin,"['savuamaan', 'uhrisavua', 'savu', 'savua', 'suitsuttamiseksi', 'savuna', 'uhrisavun', 'suitsuava', 'panisivat', 'savupatsaana', 'kohoamaan', 'suitsutettiin', 'suitsuttajina', 'savuavat', 'savussa', 'savuaisivat', 'savun', 'savupatsaita', 'savuksi', 'savu-usvaa', 'kuilusta', 'savusta']"
smoke,tur,"['dumanı', 'yakacak', 'duman', 'yaktı', 'dumanlar', 'sunakta', 'sunuyor', 'yakacaksın', 'dumanını', 'yakılan', 'sunulacak', 'sunuyordu', 'dumanları', 'dumanla', 'dumana', 'yakılabilsin', 'sunmayacaksınız', 'sunaktaki', 'doldurup', 'buhur', 'gayrete', 'baktıklarında', 'yakılmadan', 'yakılsın', 'sunan', 'tüterler', 'döndüm', 'tütsünler', 'dumandan']"
smoke,ita,"['sacrificio', 'fumare', 'fumo', 'sego', 'fumeranno', 'sull’', 'fumano', 'fumino', 'vapor']"
smoke,afr,"['rook', 'opgaan', 'offerrook', 'gebring', 'daarvan', 'opstyg', 'rookkolomme', 'rookmis']"
smoke,cat,"['fum', 'fumarada', 'fumerol', 'boirina']"
smoke,dan,"['røgoffer', 'røgofre', 'røg', 'røgen', 'brænde', 'ryger', 'røgstøtter', 'røgsignal', 'røgsøjle', 'offerrøg', 'røgtåge']"
smoke,hun,"['füstöt', 'füstölögtesse', 'füst', 'füstölögtetett', 'füstje', 'füstölögtessen', 'füstölögtetnek', 'füstölögtessenek', 'füstölögtessék', 'füstölögtettek', 'füstölögtesd', 'füstölögtetni', 'elfüstölögtette', 'füstben', 'füsttel', 'füstölögtethessen', 'faggyút', 'oltáron', 'felszáll', 'füstjelet', 'füstoszlopként', 'kövérjét', 'gabonafelajánlását', 'áldozati', 'füstölögnek', 'füstölögjenek', 'füstoszlop', 'fölfelé', 'füstről', 'füstoszlopokat', 'füstölögtetésre', 'tüzet', 'füstből', 'füstjére']"
smoke,isl,"['reykurinn', 'reyknum', 'reykinn', 'reykjarmökk', 'reyk', 'reykur']"
smoke,gle,"['túis', 'deatach', 'loscadh', 'dódh', 'dhó', 'deataigh', 'loisc', 'ofráil', 'dhóigh', 'túise', 'tsaill', 'gal', 'íobairt', 'toit', 't‑iomlán', 'léir', 'íobairtí', 'dheatach', 'loiscfidh', 'taitneoidh', 'tiarna', 'ofrálacha', 'cheobhrána', 'altóirí', 'dtúis', 'íol', 'púir', 'laibhín', 'thine']"
smoke,xho,"['umbingelelo', 'aqhumisele', 'umsi', 'imibingelelo', 'yomsi', 'waqhumisela', 'uqhumisele', 'nemibingelelo', 'ngamanqatha', 'womsi', 'eqhumisa', 'njengomsi', 'emsini', 'nomsi', 'kwenyuka', 'esibingelelweni', 'ziqhume', 'nanjengomsi', 'ngumsi', 'kumsi', 'kuyehova', 'nangobusi', 'baqhumisele', 'ngawo', 'namalungu', 'iphela', 'ngezo', 'nombingelelo', 'wathulula', 'bombingelelo', 'weenkunzi', 'bangumsi', 'nokuqhumisela', 'kwimifanekiso']"
smoke,lit,"['dūmai', 'sudegins', 'smilkalus', 'smilkė', 'sudegino', 'dūmų', 'taukus', 'smilkyti', 'sudeginsi', 'aukštumose', 'smilkydavo', 'aukas', 'dūmus', 'tebesmilkė', 'auką', 'aukojo', 'aukoti', 'svetimiems', 'smilko', 'deginama', 'užsidegs', 'degantį', 'kyla', 'rūksta', 'dūmuose', 'rūkti', 'migla', 'baalui', 'deginančių', 'aukomis', 'smilkoma']"
smoke,mlt,"['tas-sagrifiċċji', 'duħħan', 'id-duħħan', 'd-duħħan', 'jaħarqu', 'kollu', 'jaħraqha', 'ħaraqhom', 'jaħraqhom', 'tad-duħħan', 'bħad-duħħan', 'bid-duħħan', 'aħraqhom', 'ifuħ', 'ix-xaħam', 'maħruqa', 'mal-kliewi', 'ħarqu', 'imxaħħmin', 'taħarqu', 'jixegħlu', 'f’postijiet', 'tiegħu', 'idaħħnu', 'fid-duħħan', 'jdaħħnu', 'offerti', 'mħemmer', 'mid-duħħan']"
smoke,srp,"['kd', 'spali', 'dim', 'prinose', 'spalio', 'dima', 'žrtvu', 'dimu', 'zadime', 'dimom', 'spaljujete', 'spale', 'zajedništva', 'loj', 'planuti', 'spalilo', 'žita', 'žrtve', 'žrtvovanih', 'dime']"
smoke,slk,"['dym', 'dymiť', 'dymu', 'dymom', 'dyme', 'dymia', 'dymili', 'dymové']"
smoke,swe,"['rökoffer', 'rök', 'bränna', 'röken', 'altaret', 'rökpelare', 'ryker', 'rökelse', 'fettstycken', 'brännas', 'njurtalgen', 'ryka', 'röksignal', 'bränner', 'offerrök', 'syrat', 'rökdis']"
path,eng,"['road', 'path', 'paths', 'roads']"
path,spa,"['camino', 'senda', 'sendas', 'caminos', 'trilladas', 'veredas', 'realizará']"
path,deu,"['weg', 'pfad', 'pfade', 'straße', 'pfaden', 'unterwegs', 'straßen', 'weges', 'wege', 'königsstraße', 'wegzeichen', 'ermatten', 'befragt', 'bahn', 'vorüberzugehen', 'wegesrand', 'umzubringen', 'bahnen']"
path,zho,"['路上', '路', '路旁', '路径', '道路', '光秃', '走', '修直', '走上', '我们', '虚谎的道', '走在', '正路', '晕倒', '大道', '劫掠', '走向', '往', '离去', '商队', '行的', '吗', '过路', '又鉴察', '报应', '多么', '温暖', '人', '亚伦', '行为', '正道', '生路', '呼叫', '歪曲', '行径', '方向', '义路', '古道', '路牌', '撒盐', '路线', '道', '说', '路口', '街上', '争论', '在上', '时候', '旅行', '路边', '快要', '竟']"
path,fra,"['route', 'sentiers', 'sentier', 'routes', 'chemin', 'menait', 'voie', 'repères', 'repère', 'salut', 'route-là']"
path,pol,"['drodze', 'drogą', 'ścieżki', 'ścieżkę', 'drogi', 'drogę', 'ścieżką', 'ścieżek', 'ścieżkami', 'szlaki', 'ścieżka', 'ścieżce', 'ścieżkach', 'droga', 'drogami', 'szlakiem', 'drogowskazy', 'drogowskaz', 'wyczerpania', 'powitanie', 'zejścia']"
path,cym,"['ffordd', 'lwybrau', 'llwybrau', 'lwybr', 'llwybr', 'uchel', 'priffyrdd', 'ffyrdd', 'a', 'briffordd', 'fforddolion', 'gyrfa', 'bydd', 'fryniau', 'adenydd', 'ddisgynfa', 'lluddiodd']"
path,est,"['tee', 'teel', 'teed', 'äärde', 'teerajad', 'teedele', 'teele', 'nõrkeda', 'vaidlesite', 'emmake', 'lüüa', 'rajad', 'kaini']"
path,fin,"['tiellä', 'tietä', 'tielle', 'varteen', 'tien', 'polkua', 'polkuja', 'polut', 'polku', 'poluilla', 'polkujaan', 'polulle', 'polun', 'polkusi', 'kulkutiensä', 'varressa', 'kuninkaantietä', 'tieltä', 'polkujani', 'polulta', 'poluille', 'polulla', 'tie', 'teille', 'tiepuoleen', 'matkan', 'tienne', 'tulomatkalla', 'ollessaan', 'matkalla', 'juoksun', 'polkuni', 'matkustavilta', 'menettelynsä', 'juoksemisesta', 'polultasi', 'polkunsa', 'polkujasi', 'polkuihinsa', 'suunnan', 'poluilta', 'tiemerkkejä', 'moabille', 'ulosmenoteille', 'öljyvuorelta', 'tiemme']"
path,rus,"['дороге', 'дороги', 'пути', 'путь', 'путями', 'путём', 'дорогам', 'путей', 'дорога', 'дорогу', 'тропы', 'дорогах', 'миром', 'ведущей', 'путника', 'дистанцию', 'стезям', 'стези', 'путях', 'тропах', 'проторёнными', 'начинают', 'путевые', 'путевой', 'дорогой', 'спуску']"
mountain,eng,"['mountain', 'mountains']"
mountain,spa,"['montaña', 'montañas', 'serranía', 'monteses', 'serranías', 'montesa']"
mountain,deu,"['berg', 'berge', 'bergen', 'berges', 'gebirge', 'höhenzug', 'berggegend', 'amalekịterberg', 'zu', 'wanderte', 'steinböcke', 'gemse', 'myrrhenberg', 'gebirgen']"
mountain,zho,"['山上', '山', '群山', '大山', '上', '圣山', '上山', '高山', '众山', '山地', '山岭', '山下', '下山', '巴琳山', '烧', '山间', '山坡', '山中', '山神', '移山', '山必', '击败', '营', '东山', '珥', '列', '去', '搜索', '拿法', '暗利', '利押', '下坠', '翻倒', '野', '汹涌', '众多', '澎湃', '勇士', '伸展', '喜悦', '削平', '大山小山', '警讯', '疲弱', '山要', '上了山', '吃东西', '大小', '拜神', '里']"
mountain,fra,"['montagne', 'montagnes', 'crête', 'crêtes']"
mountain,nld,"['berg', 'bergen', 'gebergte', 'abarimgebergte', 'bergrug', 'bergruggen', 'kale', 'steenbokken', 'steengeit', 'bérgen', 'bergtop', 'sieraadberg']"
mountain,pol,"['góry', 'górze', 'górach', 'górę', 'gór', 'góra', 'górami', 'górom', 'góro', 'górą', 'pasmach', 'paśmie', 'żyją', 'pasmo', 'nawałnicy', 'koziorożce', 'górskie', 'uroczą']"
mountain,rus,"['горы', 'горе', 'гору', 'горах', 'гор', 'горам', 'гора', 'горе́', 'горами', 'горой', 'горные', 'вершин', 'горным', 'горных', 'горном', 'изящной', 'птице', 'вершине', 'высокой']"
mountain,fin,"['vuorelle', 'vuoret', 'vuorella', 'vuoren', 'vuorilla', 'vuorten', 'vuorille', 'vuorelta', 'vuori', 'vuoria', 'vuorta', 'vuorellani', 'vuorilta', 'vuorista', 'vuoreni', 'dorin', 'huipuilla', 'huiput', 'vuorellaan', 'vuorikauriiden', 'vuoristoon', 'vuorelleni', 'vuorensa', 'vuoresta', 'vuorenlaelta', 'vuorissa', 'vuoristossa', 'vuorikin', 'vuoreltaan', 'lintu', 'vuorellasi', 'vuorellesi', 'saalistusvuoret', 'vuortenkin', 'vuorikauriin', 'vuoriakaan', 'kohtaamisvuorelle', 'vuorillani', 'vuorenhuipulla', 'vuoretkin', 'perijän', 'vuorestasi', 'vuoreen', 'näytettiin']"
mountain,est,"['mäele', 'mäe', 'mägedele', 'mäel', 'mäelt', 'mäge', 'mägi', 'mägedel', 'paigutada', 'mägedes', 'kaljudesse', 'mägesid']"
mountain,ita,"['monte', 'monti', 'creste', 'montagna', 'capra']"
mountain,cym,"['mynydd', 'mynyddoedd', 'fynydd', 'fynyddoedd', 'bryn', 'gwylltion', 'bryniau', 'rhieni', 'fynydd‐dir', 'ardaloedd', 'mynydd‐dir', 'ardal', 'misar', 'hawddgar', 'pwysau', 'fryn']"
white,eng,['white']
white,spa,"['blanca', 'blanco', 'blancos', 'blancas', 'prendas', 'emblanquecido']"
white,deu,"['weiß', 'weiße', 'weißen', 'weißes', 'weißer', 'weißbrot', 'sind', 'weißem']"
white,zho,"['白', '白色', '变白', '白衣', '白马', '白袍', '洁白', '芫荽', '若是', '白毛', '白布', '满是', '露白', '熟了', '白石', '白云', '匹']"
white,fra,"['blanc', 'blancs', 'blanche', 'blanches', 'étoffes', 'blanchi', 'longue', 'blanchies']"
white,nld,"['wit', 'witte', 'geworden', 'wits', 'zijn']"
white,pol,"['białe', 'biały', 'zbielały', 'białego', 'białą', 'białych', 'biała', 'zbielało', 'zbielałych', 'białym', 'bieleje', 'matowobiałe', 'wybielone', 'siwizna', 'bieli', 'wybielili']"
white,tur,"['beyaz', 'bembeyaz', 'beyazdı', 'beyazsa', 'ağarmışsa', 'ak', 'ağarması', 'beyazlaşmıştır', 'beyazlaşırsa', 'beyazlaşmışsa', 'ağardı', 'beyaza', 'bembeyazdı', 'hasadı', 'ayakucunda', 'yıkayarak']"
white,rus,"['белую', 'белая', 'белые', 'белой', 'побелели', 'белого', 'белое', 'белых', 'белый', 'белым', 'побелела', 'белыми', 'полоски', 'побелеет', 'бледно-белые', 'убелила', 'белом', 'отбелили']"
white,fin,"['valkoinen', 'valkoisiksi', 'valkoiseksi', 'valkoisia', 'valkoiset', 'valkoisiin', 'valkoista', 'valkoisissa', 'valkoisen', 'valkeita', 'valkoisena', 'valkoisten', 'valkoiseen', 'elonkorjuuta', 'valkopukuista', 'karitsan', 'valkoisilla']"
white,est,"['valged', 'valge', 'valgeks', 'valgetes', 'säravvalgeks', 'valgetesse', 'valgetel', 'valget']"
white,ita,"['bianco', 'bianchi', 'bianca', 'bianche']"
white,cym,"['gwynion', 'gwyn', 'wyn', 'wen', 'wynned', 'wynion', 'rhwyd‐dyllog', 'fel', 'weant', 'penwynni', 'wynasant', 'gwisg', 'canasant']"
night,eng,"['night', 'nights']"
night,spa,"['noche', 'noches', 'anoche', 'nocturna', 'dormir', 'nocturnas']"
night,deu,"['nacht', 'nächte', 'nachts', 'übernachten', 'nachtwache', 'nächten', 'nachtwachen', 'niederzuwerfen', 'übernachteten', 'übernachtete', 'nächtlichen', 'aber', 'beteten']"
night,zho,"['夜间', '昼夜', '夜', '晚上', '黑夜', '过夜', '夜里', '当夜', '整夜', '日夜', '住宿', '漏夜', '终夜', '一夜之间', '之间', '连夜', '睡觉', '管夜', '睡了', '一夜', '通宵', '扣留', '留到', '乘夜', '换', '躺着', '劳苦', '栖息', '众多', '以色列', '守节', '仇敌', '城中', '整体', '知足', '亮', '之中', '滴湿', '夜晚']"
night,nld,"['nacht', 'nachts', 'nachten', 'overnachten', 'vannacht', 'overnachtten', 'nachtvisioenen', 'nachtvisioen', 'opstond', 'nachtwaken', 'mee', 'nachtwake', 's', 'vernacht', 'verrichtte', 'waren']"
night,pol,"['nocy', 'nocą', 'noc', 'nocnej', 'nocnych', 'nocami', 'noce', 'przenocować', 'nocach', 'nocleg', 'nocował', 'przenocowali', 'marszu', 'zanocujesz', 'nocujecie', 'nocna', 'przenocuje', 'strunach', 'straże', 'nocować', 'północy']"
night,fra,"['nuit', 'nuit-là', 'nuits', 'nuit-ci']"
night,rus,"['ночью', 'ночь', 'ночи', 'ночей', 'ночевать', 'видении', 'ночной', 'ночам', 'видениях', 'переночевать', 'переночевали', 'у', 'ночная', 'ночлег', 'ночах', 'ночлега', 'оставаться', 'семени', 'заночуешь', 'ночевали', 'видений', 'улице', 'ночует', 'ночных', 'ночные', 'спать', 'ночуют', 'переночевал', 'вечером', 'полуночи', 'сутки']"
night,fin,"['yöllä', 'yötä', 'yönä', 'yön', 'yö', 'yöksi', 'yöt', 'öin', 'öisin', 'öitä', 'yöhön', 'näyssä', 'yövartioiden', 'päivänvalosta', 'yöpyvät', 'siemenvuodon', 'yövartion', 'yövyn', 'yöpyi', 'yötään', 'yölläkin', 'yötäkin', 'yöpyy', 'vartiohetki', 'yökin', 'yölläkään', 'kauhujen', 'hohteen', 'yöpymispaikkansa', 'ar-moab', 'yöstä', 'yönkin', 'yöpyäkseen', 'yöllisessä', 'yönsä', 'yönmustaksi', 'yövartiolla', 'vaiheilla', 'vuorokauden']"
night,est,"['öösel', 'ööd', 'öö', 'ööl', 'ööbis', 'merepinnal', 'õhtuti', 'paiku', 'kaasa', 'odameest', 'ööde', 'uneta', 'kolmandik']"
night,ita,"['notte', 'notti', 'notturna', 'mezzanotte']"
night,cym,"['nos', 'noson', 'noswaith', 'honno', 'neithiwr', 'erys', 'lletyasant', 'letyasant', 'letyodd', 'nosweithiau', 'letya', 'gweithiwr', 'nechrau’r', 'lletyech', 'lletyent', 'lletyed', 'tlawd', 'heol', 'letyent', 'gap', 'plegid', 'poenau', 'anhunedd']"
